judul,label
"
Garuda Buka Rute Jakarta-Doha, Harga Tiket Mulai Rp 7,1 Jutaan
",Positif
"
Jadwal Operasional BCA Selama Libur Isra Mikraj dan Imlek 2024
",Positif
"
PGN LNG & Hoegh LNG Lampung Optimalkan Kerja Sama Kelola FSRU Lampung
",Positif
"
Buat Bayar Utang Luar Negeri Pemerintah, Cadev RI Turun Jadi US$ 145,1 M
",Negatif
"
Emiten Mamin Ini Digembok Bursa Usai Sahamnya Melonjak 135%
",Positif
"
Jokowi Resmikan Jalan Tol ke Danau Toba, Investasi Rp 4,7 T
",Positif
"
Mulai Besok Bansos Beras Disetop Sementara sampai Pemilu
",Negatif
"
Terungkap! Segini Potensi Minyak yang Ditemukan Pertamina di Bekasi
",Positif
"
Kereta Cepat Whoosh Tambah 8 Perjalanan saat Long Weekend
",Positif
"
Jelang Long Weekend, Dolar AS Dibuka Lesu
",Negatif
"
Besok Long Weekend! IHSG Dibuka Menguat ke 7.274
",Positif
"
Demi Hemat Biaya, Bank Raksasa Swiss UBS Diramal Bakal PHK Pegawai Lagi
",Negatif
"
Penjualan Seret, Estee Lauder Bakal PHK 3.000 Pegawai!
",Negatif
"
Saat 'Anies-Prabowo-Ganjar' Dijadikan Action Figure, Gemes Banget!
",Positif
"
3 Fakta Bantuan Beras yang Heboh Disebar Jelang Pemilu
",Positif
"
Ada Tudingan Praktik Monopoli dari KPPU hingga Google Buka Suara
",Netral
"
3 Negara Bertarung Pasok KRL ke RI, China Pemenangnya
",Negatif
"
Begini Cara Mudah Beli Surat Berharga Negara ORI025 Lewat BRImo
",Positif
"
Gaji hingga Tunjangan Kades yang Jabatannya Nambah Jadi 8 Tahun
",Positif
"
ASN yang Tak Netral Terancam Penundaan Naik Pangkat
",Negatif
"
RI dan Malaysia Kompak Mau Lawan Eropa yang Jegal Produk Sawit
",Negatif
"
Cucu Soeharto Garap Bisnis Lapangan Golf, Gelontorkan Rp 1,2 T
",Positif
"
BUMN Terus Perkuat Sinergi Berkelanjutan
",Positif
"
Maskapai Thailand Diam-diam Tambah Pesanan 45 Pesawat Boeing 787
",Positif
"
Begini Cara buat Cari Inspirasi Ide Bisnis yang Lagi Hits
",Positif
"
Pedagang di 4.926 Pasar Tradisional Sudah Pakai QRIS
",Positif
"
Bukan Avtur, Ini yang Bikin Tiket Pesawat Mahal
",Negatif
"
Heboh Tak Diterima Kerja Gegara BI Checking Jelek, Harusnya Bagaimana?
",Negatif
"
Kemenhub Bakal Bahas Pengawasan Lingkungan Maritim di Forum Internasional
",Positif
"
Petani di Spanyol Demo Besar-besaran, Tutup Jalan hingga Bakar Ban
",Negatif
"
Malaysia Kantongi Rp 75 M dari Skandal Korupsi Terbesar Mantan Perdana Menteri
",Negatif
"
KCI Rogoh Kocek Rp 6 T buat Pengadaan KRL dari INKA, yang Impor Cuma Rp 700 M
",Positif
"
Top! RI Sudah Ekspor Alat Kesehatan Senilai Rp 3,3 Triliun
",Positif
"
10 Tips Sukses Bangun Bisnis di Usia Muda dari Bos Milenial G Cloud
",Positif
"
Geber Bisnis Pesawat Carter, Maskapai Ini Tambah 4 Armada Boeing 737
",Positif
"
Pengusaha Komitmen Perluas Lapangan Kerja buat Penyandang Disabilitas
",Positif
"
Jadwal Operasional BNI, Mandiri dan BCA Saat Libur Isra Mikraj & Imlek
",Positif
"
Bank Lain Tutup Cabang, JPMorgan Malah Buka 500 Kantor Baru
",Positif
"
Stafsus Erick Bantah Surat Pemberhentian Ahok Ditahan: Nanti Keluar, Silakan Kampanye
",Positif
"
Lagi Efisiensi, Warner Music PHK 600 Pekerja!
",Positif
"
Ganjar Mau Bikin UMKM Naik Kelas, Begini Caranya
",Positif
"
Ramainya Bandara Soetta Saat Libur Panjang
",Negatif
"
Pemerintah Mau Bangun Tambak Udang Modern di Sumba Timur Senilai Rp 7,5 T
",Negatif
"
F1Powerboat Digelar 2-3 Maret 2024 di Danau Toba, Ini Dampaknya ke Ekonomi
",Positif
"
Perkuat Bisnis Global dan Kustodi, BSI Raih Penghargaan Internasional
",Positif
"
Puan Maharani soal Bansos: Uangnya dari Rakyat untuk Rakyat!
",Positif
"
Luas Lahan Perkebunan Karet di RI Terus Berkurang
",Negatif
"
Petani Tebu Curhat Minta Benahi Sektor Pertanian ke Capres
",Netral
"
Musim Liburan, Penumpang Kapal Diminta Pesan Tiket Online dan H-1 Berangkat
",Positif
"
Dinas ke Luar Negeri, Basuki Jajaki Kerja Sama Infrastruktur Bareng Tunisia-Mesir
",Positif
"
Penumpang MRT Jakarta Tembus 3,1 Juta Orang di Januari
",Positif
"
Curhat Pedagang Nggak Dapat Untung Gegara Harga Beras Makin Mahal
",Negatif
"
Jadwal Operasional BNI Saat Libur Isra Mikraj dan Imlek
",Positif
"
Kunjungan ke Cirebon, Sri Mulyani Cerita Sarapan Kopi & Pisang Goreng Mewah
",Positif
"
Tak Punya Utang Pinjol Tapi Ditagih Via WA? Jangan Panik, Segera Lakukan Ini!
",Positif
"
Lulusan SMA/SMK Bisa Daftar di Rekrutmen Gede-gedean BUMN!
",Positif
"
Duh! Harga Beras Makin Mahal Nih
",Negatif
"
Heboh Warga Dapat Tagihan Pinjol Padahal Nggak Pinjam, OJK Buka Suara
",Negatif
"
5 Uang Koin Rupiah Lama Ini Dijual Ratusan Juta, Kolektor Tertarik Beli?
",Positif
"
Heboh Warganet Dapat Chat Tagihan Pinjol, Padahal Nggak Pernah Pinjam
",Negatif
"
Pesan Sri Mulyani ke Pegawai Kemenkeu: Banyak PR yang Harus Diselesaikan
",Negatif
"
Basuki 'Curi' Waktu Temui WNI di Tunisia, Bicara Akhlak dalam Berkompetisi
",Positif
"
Lewat Tol Serang-Panimbang Bisa Dapat Diskon Wisata Hingga 50% di Carita
",Positif
"
Mulai Tahun Ini Fotokopi KTP Tak Berlaku Lagi, Ini Gantinya
",Positif
"
Rekrutmen Bersama BUMN Dibuka Maret, Ini Bocorannya
",Positif
"
Pilpres RI Masuk Radar Pengusaha Singapura
",Negatif
"
Pengusaha Lawan Aturan Pajak Hiburan Naik hingga 75%, Cuma Mau Bayar 10%
",Negatif
"
Bansos Beras Resmi Disetop Sementara!
",Negatif
"
Jumbo! Segini Potensi Minyak yang Ditemukan Pertamina di Bekasi
",Positif
"
Jokowi Utus 3 Menteri Hadapi Pengusaha Gugat Pajak Hiburan Naik
",Negatif
"
Serbu! BTN Bagi-bagi Promo Diskon Serba 74 Khusus untuk Nasabah
",Positif
"
Penampakan Tol Diresmikan Jokowi Bareng Menteri PUPR Ad Interim Budi Karya
",Positif
"
Jawaban Keras Luhut ke Orang yang Bilang Jokowi Nggak Bisa Kerja
",Negatif
"
Basuki Tak Dampingi Jokowi Resmikan Tol, Digantikan Budi Karya Menteri PUPR Ad Interim
",Negatif
"
Terus Genjot Program Hunian Terjangkau
",Positif
"
Geger Isu Mundur, Sandiaga Ungkap Kondisi Kabinet-Grup WhatsApp Menteri
",Negatif
"
Kereta Semi Cepat hingga Tol Dihapus dari Daftar PSN, Ada Apa Nih?
",Negatif
"
Survei Uji Coba 'Taksi Terbang' di IKN Dimulai
",Positif
"
Siap-siap! Bakal Ada Pendanaan Syariah ke UMKM hingga Rp 10 M
",Positif
"
Begini Strategi Bulog Tekan Beras Mahal dan Langka
",Negatif
"
Promo Nyoblos Pemilu 2024 Nggak Cuma Kuliner, Ada Fesyen hingga Gadget
",Positif
"
Stok Beras Premium Langka, Pengusaha Waswas Masyarakat Panic Buying
",Negatif
"
Bulog Targetkan 600 Ribu Ton Beras Impor Masuk RI Maret
",Negatif
"
Penampakan Smelter di Konawe, Olah Nikel untuk Stainless Steel
",Netral
"
Beras Premium Langka di Minimarket, Bapanas: Pasokan Bulog Sudah Berjalan
",Negatif
"
Segini Pasokan BBM hingga LPG Jelang Pilpres 2024
",Positif
"
Semarak Imlek di Pusat Perbelanjaan
",Positif
"
Daftar Diskon Spesial di Pemilu 2024, Ada Sushi Tei hingga Family Mart
",Positif
"
Kemenko Perekonomian Buka Lowongan Kerja buat D3 dan S1, Ini Syarat dan Gajinya
",Positif
"
Ini Tips Memilih Investasi yang Cuan di Tahun Naga Kayu
",Positif
"
Utak-atik Minimarket Akali Stok Beras Premium
",Positif
"
RI Bakal Ganti Presiden, Gimana Nasib Proyek Tol Trans Sumatera?
",Netral
"
Terlalu Sibuk Kerja, Warga Singapura Diminta Lahirkan Banyak Anak
",Positif
"
Selesaikan Proyek Tol Trans Sumatera, Uangnya dari Mana?
",Positif
"
Pantauan Stok Beras Premium di Minimarket
",Negatif
"
Perhatian! Bisnis Ini Diramal Sulit Cuan di Tahun Naga Kayu
",Negatif
"
Banjir Diskon Menanti Kelar Nyoblos 14 Februari, Ada Apa Aja?
",Negatif
"
Jurus Bank BUMN Geber Kualitas Pendidikan di RI
",Positif
"
597 Km Tol Baru di Sumatera Beroperasi Dalam 10 Tahun, Ini Daftarnya
",Positif
"
Intip Rencana Besar Kembangkan Pelabuhan di Dumai dan Natuna
",Positif
"
Masuk Tahun Naga Kayu, Deretan Bisnis Ini Diramal Moncer
",Positif
"
Pemerintah Survei Lokasi Uji Coba Taksi Terbang di IKN
",Positif
"
Bos HK Buka-bukaan Kondisi BUMN Karya Garap Proyek Pemerintah
",Positif
"
Pengrajin Miniatur di Palembang Banjir Pesanan Jelang Imlek
",Netral
"
Ini Dia Bandara di Kepri yang Bakal Didarati Boeing 737
",Positif
"
Kementerian BUMN Tegaskan Tak Larang Kampanye Komisaris yang Mundur
",Positif
"
Israel Tolak Gencatan Senjata, Harga Minyak Langsung Melonjak
",Negatif
"
Wamendag Dorong Pelaku UMKM Minahasa Melek Teknologi
",Positif
"
Sempat Cetak Rekor, Segini Harga Emas Antam Sehari Jelang Imlek
",Positif
"
Saat Karya Lokal Mejeng di Industri Fashion Dunia
",Positif
"
Dapat Tagihan Pinjol Padahal Tak Pernah Pinjam, Lapor ke Mana?
",Positif
"
BPH Migas Minta Badan Usaha Jaga Pasokan BBM Jelang Pemilu & Ramadan
",Negatif
"
Melalui IJD, Kementerian PUPR Tangani Ribuan Kilometer Jalan Daerah
",Positif
"
Perahu Pompong Jadi Transportasi Utama di Siberut Mentawai
",Positif
"
Gong Xi Fa Cai! Imlek Makin Meriah Diguyur Hujan Promo BRI
",Positif
"
Renovasi Stadion Teladan Dimulai, Kapasitas Jadi 20 Ribu Orang
",Positif
"
Podcast: Bisnis yang Untung dan Buntung di Tahun Naga Kayu
",Positif
"
Era Baru Pengelolaan Sektor Minerba
",Positif
"
6 Langkah Mudah Buka Tabungan Emas di Pegadaian
",Positif
"
Jasa Marga Batasi Truk Barang Lewat Tol Selama Libur Panjang, Ini Daftarnya
",Negatif
"
Pesan Sri Mulyani ke Anak Buah Supaya Kocek Negara Makin Gacor
",Negatif
"
Harga Beras Menggunung, Pedagang Bingung Cari Untung
",Negatif
"
Pelabuhan di Palu yang Terdampak Tsunami 2018 Beroperasi Lagi Tahun Ini
",Netral
"
Siapkan Rp 15 T, PUPR Lanjutkan Program Inpres Jalan Daerah Tahun Ini
",Positif
"
Nakhoda dan Awak Kapal Disandera 27 Jam di Perairan Kalsel, Ini Kronologinya
",Negatif
"
Ini Dia Orang yang Punya Blok M Plaza
",Positif
"
Meriah Atraksi Barongsai di Stasiun Kereta Cepat Whoosh
",Netral
"
Potret Barongsai Ramaikan Imlek di Stasiun Kereta Cepat Halim
",Negatif
"
Erick Thohir Jalan Kaki ke GBK Tembus Ramainya Pendukung Prabowo-Gibran
",Positif
"
Kereta Semi Cepat JKT-SBY Dicabut dari PSN, Kereta Cepatnya Apa Kabar?
",Positif
"
Anies: Beberapa Orang Kuasai Sepertiga Ekonomi RI, Tak Bisa Dibiarkan!
",Negatif
"
Doa Prabowo di Kampanye Akbar: Beri Pekerjaan hingga Rumah Bagi yang Kesulitan
",Positif
"
Tom Lembong: Saya Menyesal Pernah Jadi Bagian dari Pemerintah
",Negatif
"
Prabowo: Yang Mau Jadi Menteri Harus Setuju Anak-anak Diberi Makan Siang
",Positif
"
Penumpang Whoosh Melonjak 50% Saat Libur Isra Mikraj-Imlek, Tembus 20 Ribu Sehari
",Positif
"
Tak Pakai Batu Bara, PLTU Adipala Gunakan Limbah Kayu Hingga Uang Kertas
",Positif
"
Erick Thohir Jalan Kaki Hadiri Kampanye Akbar Prabowo-Gibran di Gelora Bung Karno
",Netral
"
Prabowo Balas yang Tak Setuju Makan Siang Gratis: Belajar Lagi, Kebangetan!
",Negatif
"
Pria Ini Ditangkap Gegara Coba Buka Pintu Pesawat saat Mau Terbang
",Negatif
"
Prabowo: Kita Sekarang Negara ke-16 Terkaya-Terkuat, Sebentar Lagi ke-5
",Positif
"
Mengintip Pelabuhan Raksasa Thailand yang Disambangi Menhub
",Negatif
"
Anies Mau Bantu Anak Muda yang Jadi Sandwich Generation, Gimana Caranya?
",Positif
"
AMIN Mau Kejar Pajak Orang Kaya, Tom Lembong: Kemungkinan Saya di Dalamnya
",Negatif
"
Kampanye di JIS, Anies: Kita Tidak Menginginkan Bansos yang Dipolitisasi!
",Negatif
"
KCIC Bantah Beri Rekomendasi KCI buat Impor KRL dari China
",Negatif
"
BPJS Kesehatan Buka Lowongan Kerja Jadi Admin, Penempatan Sesuai Domisili
",Positif
"
Sejarah Gelora Bung Karno yang Jadi Tempat Kampanye Akbar Prabowo-Gibran
",Positif
"
Bacakan Poster Suporter, Anies: Pajak Naik Eh Malah Joget-Joget
",Negatif
"
Sampai Kapan Utang Pinjol Hangus dengan Sendirinya?
",Netral
"
Peringkat Utang Israel Diturunkan Gegara Konflik Masih Lanjut
",Negatif
"
Tom Lembong: Nggak Usah Bikin IKN kalau Stunting Sejam dari Istana Nggak Selesai
",Negatif
"
Aduh Sayang Banget! Pembangkit Listrik Biomassa di Sumbar Mangkrak
",Negatif
"
Tom Lembong Ingatkan Luhut yang Komentari Harga Nikel: Hati-hati Berbicara
",Negatif
"
Segini Gaji Calon Suami Ayu Ting Ting, Anggota TNI yang Berpangkat Lettu
",Positif
"
Tom Lembong Sindir Program Susu Gratis Prabowo: Duitnya Mending buat Olah Ikan!
",Negatif
"
Ada Kampanye Akbar, Penumpang di Stasiun Ancol dan Palmerah Melonjak
",Positif
"
Ini Dia Sosok Pemilik Indomaret, Minimarket yang Ada di Seluruh RI
",Positif
"
40 Ucapan Selamat Imlek untuk Atasan dan Rekan Kerja Bahasa Inggris & Indonesia
",Netral
"
Deretan Promo Menanti Kelingking Biru Kelar Nyoblos
",Negatif
"
Sederet Bisnis yang Diramal Cuan dan Kurang Bagus di Tahun Naga Kayu
",Negatif
"
Beras Impor Bakal Guyur RI Demi Turunkan Harga Tinggi
",Negatif
"
Nasib Tol Trans Sumatera Saat Masa Jabatan Jokowi Usai, Nyambung Sampai Aceh?
",Negatif
"
Ini Penyebab Beras Premium Langka di Minimarket
",Negatif
"
Jurus Bank Syariah Hadapi Tantangan Ekonomi
",Negatif
"
Jelang Pemilu, Pertamina Jamin Stok BBM Bisa Penuhi Kebutuhan Warga
",Positif
"
Pabrikan Chip Asal Israel Lobi India Mau Bikin Pabrik Chip Rp 125 T
",Positif
"
KemenPUPR Segera Perbaiki Jalan Rusak Akibat Banjir Grobogan-Demak
",Negatif
"
Nggak Cuma Beras, Jelang Ramadan Cabai-Daging Ayam Makin Mahal
",Negatif
"
Dikabarkan Mau Merger, Grab-GOTO Buka Suara
",Negatif
"
RI Batal Beli Jet Tempur Bekas Rp 12,3 T dari Qatar
",Negatif
"
Cuan! Jeff Bezos Jual 12 Juta Lembar Saham Amazon Nilainya Rp 31,2 T
",Positif
"
Peringkat Utang Israel Anjlok di Gegara Perang Lawan Hamas
",Negatif
"
Going Global, PGN Deal Jual Beli Kargo LNG Internasional
",Positif
"
Hati-hati, Jual Motor yang Masih Kredit Bisa Dipenjara!
",Negatif
"
Ogah Jadi Menteri Lagi Bila Prabowo Menang Pemilu, Luhut: Istri Bilang Pensiun!
",Netral
"
Hasil Sidak KPPU ke Pasar di Bandung: Gula dan Beras Langka-Harga Mahal
",Negatif
"
Jokowi Rajin Bagi-bagi Bansos, Luhut: Ngapain Sih Ribut?
",Netral
"
Jeff Bezos Jual 12 Juta Lembar Saham Amazon
",Positif
"
Luhut Cerita Sakit Gegara Kebanyakan Kerja: Saya Nyaris Gone
",Negatif
"
Ini Alasan Tom Lembong Menyesal Pernah Jadi Bagian Pemerintah
",Negatif
"
Jumlah Penumpang Kereta Cepat Meningkat Saat Liburan, Begini Potretnya
",Positif
"
Jelang Pemilu, Distribusi BBM & LPG Jakarta hingga Banten Dipastikan Aman
",Netral
"
Kemenhub Hadiri Sidang IMO Soroti Masalah Ini
",Negatif
"
Tom Lembong Senggol Luhut soal Harga Nikel-Nyesal Pernah Jadi Bagian Pemerintah
",Negatif
"
Sederet Janji Prabowo Mau Bikin RI Makin Kaya hingga Kemudahan Dapat Kerja-Rumah
",Positif
"
Anies Singgung yang Suka Joget hingga Bansos Dipolitisasi
",Negatif
"
Potret Taman Balekambang Solo Selesai Dipugar
",Positif
"
Pengusaha Ungkap Pasokan Beras SPHP ke Ritel, Singgung Bansos Prioritas
",Negatif
"
Genjot AI di Eropa, Google Kucurkan Rp 420 miliar
",Negatif
"
Tahan Petani Serbu New Delhi, Barikade Mulai Dipasang
",Negatif
"
Proyek Kebanggaan Arab Saudi Terancam Serangan Houthi
",Negatif
"
Gugatan Berproses di MK, Pengusaha Bayar Pajak Hiburan Pakai Tarif Lama
",Negatif
"
Pengusaha Beras Minta HET Dihitung Ulang, Bapanas Sarankan Pangkas Cuan
",Negatif
"
Beli Beras di Alfamart-Indomaret Dibatasi Maksimal 10 Kg, Ini Alasannya
",Netral
"
RI Mau Geber Etanol buat Campuran BBM, Begini Penjelasan ESDM
",Positif
"
Pertamina Geothermal Energy Punya Direktur Keuangan Baru, Ini Orangnya
",Positif
"
Janji Basuki Perbaikan Tanggul Jebol Imbas Banjir di Jateng Beres 3 Hari
",Positif
"
Lelang 7 Surat Utang, Pemerintah Kantongi Rp 24 T
",Positif
"
Saham Bank Mandiri & BRI Cetak Rekor Tertinggi, Laba Tembus Rp 115 T
",Positif
"
Jelang Pencoblosan, Terjadi Lonjakan Penumpang Mudik Pemilu
",Negatif
"
Geber Jargas, Pemerintah Bisa Hemat Subsidi LPG Rp 1,6 T
",Positif
"
Harga Beras Naik, Pengecer Ambil Untung Tipis
",Negatif
"
Blok Tuna yang Ditinggal Raksasa Migas Rusia Banyak Peminat, tapi...
",Negatif
"
Jokowi Perintahkan Guyur Beras ke Ritel-Pasar dalam Ukuran 5 Kg
",Positif
"
Syarat Ajukan Sertifikat Halal buat PKL, Termasuk Biayanya
",Negatif
"
Anggaran Honor hingga Perjalanan Dinas PNS Rp 50 T Diblokir, Bansos-IKN Aman
",Netral
"
Zulhas Target Pertahankan WTP untuk Laporan Keuangan Kemendag 2023
",Positif
"
Geger Beras Langka, Pengusaha Ungkap Kondisi di Penggilingan
",Negatif
"
Isi Surat Sri Mulyani Minta K/L Blokir Sementara Anggaran Rp 50,14 T
",Positif
"
Menperin Buka Suara soal Truk Asal China Banjiri Tambang Nikel RI
",Negatif
"
Harga Minyak Mentah Cenderung Naik, Bagaimana Nasib BBM RI?
",Negatif
"
Selain Beras, BPS Wanti-wanti Harga Cabai-Telur Ayam Naik
",Negatif
"
PKL-UMKM Tak Punya Sertifikat Halal Bisa Didenda Rp 2 Miliar!
",Negatif
"
Kisah Warga Papua Merajut Masa Depan di Kawasan Tambang Freeport
",Positif
"
KAI Catat Penumpang Kereta Melonjak 20% Jelang Pemilu
",Negatif
"
Menperin Klaim Belanja Produk Lokal Nyaris Rp 1.000 T
",Negatif
"
Batam Segera Dapat Pasokan Listrik dari PLTS Terapung
",Positif
"
Pasokan Minim, Harga Beras di Bandung Melonjak
",Negatif
"
Erick Jamin Stok Beras Bulog Cukup buat Ramadhan-Idul Fitri
",Positif
"
Geger Beras Langka, Jokowi Kumpulkan Menteri di Istana
",Positif
"
UMKM Sebut Sertifikat Halal Tidak Mendesak, Pertanyakan Kemampuan Pemerintah
",Negatif
"
Erick Thohir Sebut Bansos Beras Bikin Inflasi Rendah dan Ekonomi Tinggi
",Positif
"
Beras Langka, Bos Bulog Ungkap Punya Stok 1,18 Juta Ton
",Positif
"
Heboh Bansos Jelang Pilpres, Erick Thohir: Saya Bingung Diributin Sekarang
",Negatif
"
Usai Rapat dengan Jokowi di Istana, Sri Mulyani Masih Irit Bicara
",Negatif
"
Usulan Kebutuhan Formasi CASN 2024 Diperpanjang Sampai 16 Februari
",Positif
"
Bapanas Bantah Beras Langka di Toko Ritel Gegara Pasokan Menipis
",Negatif
"
BPS Wanti-wanti Harga Beras Makin Mahal Picu Inflasi Tinggi
",Negatif
"
Erick Thohir Sebut Harga Beras Meroket di Seluruh Dunia
",Negatif
"
PKL Makanan-Minuman Wajib Punya Sertifikat Halal Mulai 17 Oktober!
",Positif
"
Tiki Resmikan Station Warung Jati
",Netral
"
Nasabah Ibu-ibu Mekaar Sudah 15 Juta, Jokowi Minta Jadi 20 Juta
",Negatif
"
Dorong Kemajuan Ekonomi, Kemendag Gelar Sosialisasi SRG-PLK di Minahasa
",Positif
"
Bareng Bos Bulog, Erick Thohir Cek Stok Beras di Ramayana
",Positif
"
Beras Langka Gara-gara Bansos? Ini Jawaban Pemerintah
",Positif
"
Genjot Daya Saing, Kemendag Dorong UMKM Gunakan Kemasan Siap Ekspor
",Positif
"
Beras Langka di Indomaret-Alfamart, Bapanas Minta Waktu Penyaluran
",Negatif
"
Erick Thohir Bertemu Ribuan Ibu-ibu Nasabah PNM Mekaar, Ada Apa?
",Positif
"
Jurus Kemendag Genjot Ekspor Produk Pangan ke Pasar Global
",Positif
"
Pengusaha Minta HET Beras Direlaksasi, Ini Respons Bapanas
",Negatif
"
Kemenko Perekonomian Buka Lowongan Kerja Jadi Admin, Gaji Rp 5,6 Juta
",Positif
"
Rakyat Harus Sabar! Harga Beras Baru Turun Bulan Depan
",Positif
"
Homeco Victoria Makmur Resmi Melantai di BEI
",Positif
"
Digembok 4 Tahun, Emiten Benny Tjokro Terancam Didepak Bursa
",Negatif
"
Hermes Laku Keras, Karyawan Dapat Bonus Rp 67 Juta
",Positif
"
Titah Jokowi di Tengah Mahalnya Harga Beras: Stok 34 Ribu Ton Dibanjiri ke Pasar
",Negatif
"
Astra Tol Cipali Buka Suara soal Kabar GT Kertajati Banjir: Itu Luapan Sungai
",Negatif
"
Beras Langka, Pengusaha Trauma Seperti Kasus Minyak Goreng
",Negatif
"
Ada Kerja Sama Kepabeanan, Ekspor Impor Indonesia-Hong Kong Makin Gampang
",Positif
"
Beras Langka, Pengusaha Sangat Khawatir 2 Hal Ini Terjadi
",Negatif
"
Beras Langka dan Harga Melejit, Pedagang Pasar: Pemerintah Tak Serius
",Negatif
"
Saham GOTO 'Tersenyum' di Tengah Isu Merger dengan Grab
",Positif
"
Top! Perusahaan Ini Ekspor 501 Unit Mobil ke Vietnam
",Positif
"
Ramai Boikot, Starbucks Malah Tambah 116 Gerai di Korsel Sepanjang 2023
",Positif
"
Jangan Sembarangan! Ini Aturan Memberi Angpao dalam Tahun Baru Imlek
",Negatif
"
Beras Langka di Alfamart-Indomaret, Ternyata Ini Biang Keroknya
",Negatif
"
BCA Setop Layanan m-BCA SIM Card, Jadi Pakai Ini
",Positif
"
BTN Torehkan Kinerja Gemilang Tahun 2023
",Positif
"
Bursa Kedatangan 3 Emiten Baru, Ada yang Sahamnya Langsung Melonjak 34%
",Positif
"
Jelang Pemilu, Dolar AS Dibuka di Zona Merah
",Negatif
"
Stok Beras Terbatas, Alfamart cs Batasi Pembelian
",Negatif
"
Awal Pekan IHSG Dibuka Menguat 0,57% ke 7.273
",Positif
"
Jeff Bezos Jual 12 Juta Saham Amazon, Raup Rp 31 Triliun!
",Positif
"
Ajukan Proposal ke India, Perusahaan Israel Kepincut Bangun Pabrik Chip Rp 124 T!
",Positif
"
Melihat Proses Pengolahan Daun Kratom di Kalimantan Barat
",Netral
"
Bela Jokowi soal Rajin Bagi-bagi Bansos, Luhut: Ngapain Sih Ribut?
",Positif
"
Beras Mendadak Langka hingga Harga Minyak Goreng Melejit Jelang Ramadan
",Positif
"
4 Tips Biar Bisa Cuan di Tahun Naga Kayu
",Positif
"
Penampakan Rak Beras Kosong di Toko Ritel, Ada yang Diganti Kardus Mie Instan
",Negatif
"
Harga Saham Vale Kabarnya Sudah Cocok, Tinggal Diteken
",Positif
"
2 Dapen BUMN Bakal Dilaporkan ke Kejagung, Nih Bocorannya
",Negatif
"
Erick Thohir Klaim Beras di Toko Ritel Sudah Penuh
",Negatif
"
PLN Pastikan Keandalan Listrik dari Sabang-Merauke Jelang Pemilu 2024
",Positif
"
Pilu Petani Gegara Sawah Kekeringan, Begini Penampakannya
",Negatif
"
Setoran Dividen Cetak Rekor, Erick Thohir Singgung Perbaikan Tukin
",Positif
"
Gas Air Mata Warnai Demo Ribuan Petani di India
",Negatif
"
Dividen BUMN Tertinggi Sepanjang Sejarah, Tahun Ini Dikejar Rp 85 T
",Positif
"
Bank Terbesar Ke-4 di Australia Mau PHK Ratusan Karyawan
",Negatif
"
Naik 46%, Angkutan Barang Perintis Bakal Diguyur Subsidi Rp 22 M
",Positif
"
Batas Akhir Usulan Kebutuhan Rekrutmen CASN Paling Lambat 16 Februari
",Netral
"
Peruri Jadi Pengelola Aplikasi Super Layanan Publik, Wamen BUMN Titip Hal Ini
",Positif
"
Revisi SPT Pajak hingga Lapor Faktur Bisa Via Online
",Positif
"
Tinjau Pasar Simpong, Zulhas Pastikan Harga Beras di Kabupaten Banggai
",Positif
"
Cara Cek Penerima Bansos Kemensos 2024 Secara Mudah di HP
",Positif
"
Holding BUMN Jasa Survei Ungkap Strategi Jadi Perusahaan Kelas Dunia
",Positif
"
Volume Transaksi Saham BSI Naik Signifikan, Tembus Rp 115,93 M di 2024
",Positif
"
BSI Targetkan 1.000 UMKM Binaan Dapat Sertifikat Halal Gratis di 2024
",Positif
"
Kelar Nyoblos Belanja di Metro Department Store, Diskon hingga 50% Plus Plus
",Positif
"
AS Sita Pesawat Venezuela yang Dibeli dari Iran
",Negatif
"
Cek Rekening! Rapelan Kenaikan Gaji Pensiunan PNS Mulai Cair
",Positif
"
Cair! Utang KAI dari China buat Kereta Cepat Whoosh Hampir Rp 7 T
",Positif
"
Jokowi Naikkan Gaji Pimpinan Komnas HAM 2 Kali Lipat, Tembus Rp 47 Juta!
",Positif
"
Bos Bulog Ungkap Biang Kerok Beras di Alfamart cs Kosong
",Negatif
"
Menang Lawan Mafia Tanah, Nirina Zubir Terima Sertifikat
",Positif
"
Jelang Pencoblosan, IHSG Ditutup Merosot ke 7.209
",Negatif
"
Nirina Zubir Dapat Sertifikat Setelah 5 Tahun Berjuang Lawan Mafia Tanah
",Positif
"
Cisco Bakal PHK Ribuan Karyawan!
",Negatif
"
Besok Nyoblos, ASN yang Tak Netral Siap-siap Tukinnya Dipotong
",Negatif
"
Hadapi El Nino, Zulhas Ungkap Solusi Stabilisasi Harga Beras
",Positif
"
Asyik! Rapel Kenaikan Gaji Pensiunan Cair Mulai Hari Ini
",Positif
"
Ribuan Supir Uber-Kurir AS Mogok Kerja, Tuntut Upah Layak
",Negatif
"
Zulhas Sebut Pasar Simpong Bisa Jadi Pusat Wisata di Kabupaten Banggai
",Positif
"
Sempat Frustasi-Setop Kerja Setahun, Nirina Ungkap Perjuangan Lawan Mafia Tanah
",Positif
"
Logistik Tim Balap F1Powerboat 100 Ton Tiba di Pelabuhan Belawan
",Positif
"
Empat Cara Agar Dapat Cuan di Tahun Naga Kayu
",Positif
"
Resmikan Pasar Bunta, Zulhas Bicara Pembangunan Ekonomi Daerah
",Positif
