judul,label
"
Senyum Sri Mulyani Respons Anggaran Pertahanan Prabowo Tak Cair Saat Pandemi
",Negatif
"
Layanan Publik Mau Didigitalkan, Erick Thohir Bicara Kisah Sukses India-China
",Positif
"
Sri Mulyani Ingatkan Penerima LPDP Jangan Lupa Balik ke Indonesia!
",Netral
"
Zulhas Respons Tudingan Anies ke Prabowo Soal Tanah 340.000 Ha: Bukan Hak Milik
",Netral
"
Mandiri & BSI Luncurkan Produk Investasi Syariah, Target 1 Juta Nasabah Baru
",Positif
"
Pede Ekonomi Membaik, Indeks Keyakinan Konsumen RI Naik Tipis
",Positif
"
Kunjungi Korsel-China, Menhub Bahas LRT Bali hingga Kereta Tanpa Rel IKN
",Positif
"
Anies Sebut Food Estate Tak Menghasilkan-Untungkan Kroni, Mentan Bilang Begini
",Negatif
"
Investor China Ramai-ramai Investasi Nikel di RI, Ini Buktinya
",Positif
"
Arahan Jokowi ke Menteri di Awal 2024: Stok dan Harga Pangan hingga BBM Dijaga!
",Positif
"
Wanti-wanti Jokowi soal Dampak Perubahan Iklim Bisa Ganggu Panen Raya
",Negatif
"
Bank Terkenal Ini PHK 5.000 Karyawan!
",Negatif
"
Saham Boeing Anjlok Imbas Insiden Jendela Pesawat Copot Saat Terbang
",Negatif
"
Harga Beras dan Inflasi Turun Disebut Berkat Bantuan Pangan
",Positif
"
Freeport Buka Lowongan Pekerjaan, yang Lolos Digaji Segini
",Positif
"
Harga Emas Hari Ini Anjlok! Dijual Laku Segini
",Positif
"
Stafsus Sri Mulyani Respons Prabowo soal Anggaran Tak Disetujui Saat Pandemi
",Negatif
"
Dukung Ketahanan Pangan, Brantas Abipraya Bangun Bendungan Mbay di NTT
",Positif
"
IHSG Hari Ini Dibuka Menguat, tapi Tak Lama Melempem ke 7.280
",Positif
"
Dolar AS Masih Lesu, Dibuka di Melemah 0,19%
",Negatif
"
Erick Thohir Puji Program Digitalisasi Thematic Education Outlet BNI
",Positif
"
Daftar 5 Bansos yang Bakal Cair di Awal 2024, Cek di Sini!
",Netral
"
Gara-gara Arab Saudi, Harga Minyak Dunia Turun
",Negatif
"
Huss Investasi Bodong! OJK Terbitkan Aturan Baru Tentang Pelindungan Konsumen
",Positif
"
Jokowi Resmikan IPA Sitanala, Siap Sambungkan Air ke 51 Ribu Warga Tangerang
",Positif
"
Jokowi Resmikan Bendungan 'Raksasa' Rp 2,27 T di Banten
",Positif
"
Siap-Siap! Fresh Graduate yang Lolos Seleksi CPNS 2024 Dikirim ke IKN
",Netral
"
Begini Rencana Anies, Prabowo, Ganjar Dongkrak Pasar Modal RI
",Positif
"
Sudah Hilang dan Jadi Lahan Parkir, Ini Stasiun Pertama yang Ada di Jakarta
",Netral
"
Jokowi Jawab Kritik Anies soal Kenaikan Gaji PNS hingga Rasio Utang
",Netral
"
2 Cara Setor Tunai di Bank BNI, Bisa Lewat Teller atau ATM
",Positif
"
Ini Janji Ditjen Pajak Usai Vonis Penjara 14 Tahun Rafael Alun
",Negatif
"
Potret Terminal Transit BBM di Pulau Bacan
",Netral
"
Lengkap! Jadwal Cuti Bersama ASN 2024
",Positif
"
Anggaran Penanggulangan Kemiskinan 2024 Naik Tipis
",Positif
"
Momen Jokowi Tinjau Pabrik Kopiko di Filipina
",Positif
"
Nilai Royalti yang Dikumpulkan LMKN di 2023 Capai Rp 55 Miliar
",Positif
"
Siap-siap! Tarif Baru Bakal Berlaku di 4 Ruas Tol Trans Sumatera
",Negatif
"
Basuki Cek Terowongan Cisumdawu yang Dikabarkan Retak, Ini Hasilnya
",Negatif
"
Cegah Kecelakaan KA, Pembangunan Rel Ganda Bandung-Cicalengka Dikebut
",Positif
"
Tarif Tol Cengkareng-Batuceper-Kunciran Bakal Naik! Ini Rinciannya
",Negatif
"
Universitas Asal AS Kepincut Bangun Kampus Pascasarjana di IKN
",Positif
"
Terbang ke Soul, Menhub Temui Wamen Transportasi Korsel Bahas LRT Bali
",Positif
"
Pusingnya WNI Hadapi Kenaikan Harga di Inggris, Sebulan Bisa Rogoh Rp 37 Juta
",Negatif
"
Ratusan Properti-Kostum Serial 'The Crown' Bakal Dilelang
",Netral
"
Turun ke Sawah, Ganjar Tampung Curhat Petani Bawang Merah di Brebes
",Netral
"
KKP Kebut Program Ekonomi Biru di 2024
",System: Positif
"
SPAM Jatiluhur I Layani Kebutuhan Air Minum Jakarta dan Sekitarnya September
",Netral
"
OJK: Perusahaan Asuransi Baru Wajib Punya Dana Jaminan 20% dari Modal Disetor
",Negatif
"
Jurus Jenius Jadi Bank Digital dengan Fitur Paling Inovatif
",Positif
"
Menteri Trenggono Beberkan Penyebab Ekspor Hasil Perikanan Turun
",Negatif
"
Sawit RI Dijegal, Pemerintah Bakal Protes Lima Hal Ini ke Uni Eropa
",Negatif
"
Kubu Anies-Cak Imin Ungkap Rencana Kebut Transisi Energi
",Positif
"
Mark Zuckerberg Bikin Bisnis Ternak Sapi
",Negatif
"
Sandiaga Uno Klaim Pajak Hiburan 40-75% Tidak Matikan Industri Pariwisata
",Netral
"
Bagaimana Rencana IPO PalmCo? Ini Penjelasan Dirut
",Positif
"
Daftar Lokasi SPBU Pertamina yang Layani Isi Ulang Baterai Motor Listrik
",Netral
"
12 Biaya yang Perlu Disiapkan Sebelum Pindah Rumah
",Netral
"
KKP Target Aturan Ekspor Pasir Laut Rampung Maret 2024
",Netral
"
Petani Jangan Khawatir! Stok Pupuk Jelang Musim Tanam Dipastikan Aman
",Positif
"
Jokowi Minta Filipina Cabut Proteksi Kopi Asal RI
",Negatif
"
Pengusaha Curhat Jadi Sasaran Pungli saat Investasi di Daerah
",Negatif
"
Houthi Bombardir 50 Kapal Dagang di Laut Merah
",Negatif
"
Usaha Spa di Bali Tak Kena Pajak 40-75%, Sandi: Itu Kebugaran, Bukan Hiburan
",Netral
"
Busyet! Harga BBM di Kuba Naik 500% Mulai 1 Februari 2024
",Negatif
"
Temui Presiden Filipina, Jokowi Minta Proyek Kereta BUMN Segera Groundbreaking
",Positif
"
Prabowo-Gibran Mau Geber Bioetanol dari Singkong dan Tebu
",Netral
"
Alumni LPDP Beri Usulan ke Sri Mulyani buat Geber Infrastruktur Tanpa APBN
",Positif
"
Aturan Visa Baru Inggris, Pelajar Asing Dilarang Bawa Keluarga Mulai 2024
",Negatif
"
Melemah Saat Pembukaan, IHSG Ditutup Berbalik Menguat ke 7.227
",Negatif
"
NTN Naik Lampaui Target, Menteri Trenggono Akui Nelayan Masih Miskin
",Negatif
"
Menteri ATR Cerita Pemerintah Bayar Tanah Rakyat yang Tenggelam karena Rob
",Negatif
"
Ganjar-Mahfud Mau Dorong Energi Terbarukan, Geber Listrik Tenaga Surya-Angin
",Positif
"
Atribut Kampanye Impor Bikin UMKM Merana, Ini Respons 3 Timses Capres
",Netral
"
Aturan Produk Tembakau Makin Ketat, Industri-Petani Terancam
",Negatif
"
Prabowo Sebut Bangun Tanggul Laut Raksasa Butuh 40 Tahun, Anggarannya Rp 778 T
",Netral
"
Pembangunan Tanggul Laut Raksasa Bisa Tanpa Pembebasan Lahan, Caranya?
",Positif
"
Biaya Hidup di Inggris Naik Terus, Banyak Warga Terlilit Utang
",Negatif
"
Menteri Trenggono Ungkap Alasan RI Masih Susah Ekspor Ikan
",Negatif
"
Pengusaha Ungkap Biaya Produksi Tetap, Kok Harga Minyakita Mau Naik?
",System: Negatif
"
Gibran Bakal Pakai Singkatan Lagi Saat Debat Cawapres Kedua? Ini Jawaban TKN
","Tolong beri label sentimen pada judul tentang berita keuangan berikut dengan hanya satu kata saja, tanpa ada penjelasan: Positif, Negatif, atau Netral.

Label: Netral"
"
Ini Tahapan Pembangunan Proyek Tanggul Laut Raksasa di Pantura Jawa
",Positif
"
Tanggul Laut Raksasa Dibangun, Menteri KP Ingatkan Tak Boleh Rusak Lingkungan!
",Netral
"
Prabowo Mau Bangun Rumah Terapung di Pantura, Harganya Rp 100 Jutaan
",Negatif
"
Akselerasi Masa Depan Digital Indonesia
",Positif
"
Duolingo PHK 10% Karyawan Gegara Ada AI
",Negatif
"
Pemerintah Mau Bentuk Satgas buat Selamatkan Jawa dari Banjir Rob
",Negatif
"
BPN Akan Umumkan 13 Daerah yang Bisa Terbitkan Sertifikat Tanah Elektronik
",Netral
"
Mark Zuckerberg Sekarang Jadi Peternak Sapi!
",Negatif
"
BUMN Sawit Geber Produksi Migor 4 Kali Lipat, Jamin Tak Lagi Ada Kelangkaan
",Positif
"
Cegah Banjir Rob, PUPR Bangun 1,6 Km Tanggul Pantai Tahun Ini
",Positif
"
Pengusaha Sebut Perlu Ada Badan Nasional Urus Sawit
",Negatif
"
Nggak Bisa Sembarangan! Nagih Cicilan Kredit Ada Jamnya
",Negatif
"
Melihat Tradisi Pembuatan Kapal Tradisional di India
",Positif
"
Cegah Pantura Jawa Tenggelam, Pemerintah Bangun Tanggul Laut Raksasa Rp 164 T
",Positif
"
Tok! Jokowi Tetapkan Cuti Bersama ASN 2024, Ini Rinciannya
",Positif
"
Jokowi Temui Bongbong Marcos, Sepakat Amankan Perdagangan Kopi RI
",Positif
"
Prabowo soal Tanggul Laut Raksasa: Ini Harus, Kalau Tidak Pantura Tenggelam
",Negatif
"
Sudah Sampai Mana Pembangunan MRT dari HI ke Jakarta Kota?
",Netral
"
Permudah Investor Investasi di RI, Menteri ATR Serahkan 77 RDTR ke Pemda
",Netral
"
Jaringan Tol JORR 2 Sebentar Lagi Tersambung Penuh!
",Positif
"
Prabowo Ungkap Kehidupan Masyarakat Pesisir Pantura: Rumah Tergenang Air Selutut
",Negatif
"
RI Rawan Banjir Rob, Airlangga Sebut Jakarta Rugi Rp 2,1 T/Tahun
",Negatif
"
Dihantam Masalah Bertubi-tubi, Begini Kondisi Industri Sawit RI Saat Ini
",Negatif
"
Gabriel Attal Jadi PM Termuda Prancis, Segini Harta Kekayaannya
",Netral
"
Tak Mau Investor Kabur dari RI, Menteri ATR Minta Pemda Percepat Keluarkan RDTR
",Negatif
"
Siap-siap! Bank Dunia Ramal Ekonomi Global Melambat hingga 2026
",Negatif
"
Airlangga, Prabowo, hingga Zulhas Duduk Bareng Bahas Tanggul Laut Raksasa
",Negatif
"
Resmi Mejeng di Bursa, Saham 2 Emiten Kompak Menguat
",Positif
"
Kata Menteri ATR Soal HGU Prabowo yang Disentil Anies Saat Debat
",Negatif
"
Dolar AS Naik Lagi, Makin Kokoh di Rp 15.500-an
",Positif
"
Capaian Satgas Pertamina Kawal Pasokan Energi Selama Nataru
",Positif
"
Bank Dunia Prediksi Ekonomi RI Tumbuh 4,9%, Kalahkan AS hingga China
",Positif
"
Harga Emas Hari Ini Dijual Laku Segini
",Positif
"
IHSG Hari Ini Dibuka Loyo ke 7.173, Begini Pergerakan Bursa Asia
",Netral
"
Investasi Emas Masih Jadi Primadona di 2024, Segede Apa Keuntungannya?
",Positif
"
Bandara Dublin Jelaskan Alasan Starbucks 'Ganti Nama' Jadi Vista Coffee
",Positif
"
Seleksi CPNS Dibuka Mei 2024, Instansi Pemerintah Diminta Segera Usulkan Formasi
",Positif
"
Gegara Jualan Popok, Pria Ini Jadi Orang Terkaya di Jepang! Begini Kisahnya
",Positif
"
Progres Terkini Proyek MRT Mangga Besar-Glodok-Kota
",Positif
"
Investor China Ternyata Banyak Bangun Smelter di RI
",Positif
"
Progres Terkini Pembangunan Stadion Gelora Daha Jayati Kediri
",System: Positif
"
Respons Mentan-Fakta soal Food Estate Singkong yang Dikritik Anies Tak Menghasilkan
",Kritikal
"
Terkuak! Wings Group dan Djarum Tak Masuk Konsorsium Aguan cs di IKN
",Negatif
"
APJAPI Gelar Raker di Bekasi
",Positif
"
Cara Ambil Gaji di Tiktok, Simak Langkah-langkahnya!
",Positif
"
Tarif Tol Cinere-Jagorawi Naik!
",Negatif
"
Jastiper Jadi Inspirasi Dibukanya Little Bangkok Tanah Abang
",Positif
"
Terdampar di Deli Serdang, Para TKI dari Malaysia Tidur Beralaskan Tikar
",Negatif
"
Jalan-jalan ke Little Bangkok Tanah Abang, Ada Apa Saja Ya?
",Netral
"
Anies Soroti Anak Muda Ogah Jadi Petani hingga Masalah Pupuk
",Negatif
"
BRI Beri Penghargaan buat Desa yang Dorong Ekonomi Kerakyatan
",Positif
"
Harga Kedelai Impor Naik
",Negatif
"
Intip Kesibukan Petani saat Panen Bawang Merah di Brebes
",Positif
"
Intip Markas Produsen Pesawat China COMAC yang Disambangi Menhub
",Tolong: Negatif
"
Ngaku Sering Dicurhati soal Biaya Hidup, Anies Siapkan 3 Program Ini
",Positif
"
BPH Migas Apresiasi Pertamina Jaga Pasokan BBM Nataru Secara Real Time
",Positif
"
Ini Bendungan 'Raksasa' yang Bakal Pasok Air ke Kawasan Rebana
",Positif
"
Pelanggaran Netralitas ASN Diprediksi Melesat, Menteri PANRB Bilang Begini
",Negatif
"
Anies Ungkap Ketimpangan Antara Jawa & Sumatera dengan Pulau Lain
",Negatif
"
Waduh! Ada Maksud di Balik Pembatasan Usia Pelamar Kerja
",Negatif
"
Mengintip Little Bangkok Tanah Abang yang Akan Segera Dibuka
",Positif
"
Menteri PANRB Respons Temuan PPATK soal 36,67% Dana PSN Masuk Kantong ASN
",Netral
"
Sambangi Hanoi, Jokowi Disambut Goyang Gacor WNI-Mitra Driver Gojek Vietnam
",Positif
"
Mahfud Sebut Banyak BUMN Kolaps dan Korupsi, Ini Respons Stafsus Erick Thohir
",Negatif
"
Menteri PANRB Beri Waktu Instansi Kirim Usulan Formasi CASN hingga 31 Januari
",System: Positif
"
Ganjar Ngaku Dicurhati Pengusaha: Ikut Tax Amnesty tapi Masih Dikejar!
",Negatif
"
Banyak Loker Beri Syarat Usia Maksimal 25 Tahun, Ini Kata Pengusaha
",Positif
"
Protes Gaji, Serikat Masinis di Jerman Mogok Massal
",Negatif
"
Diungkap Gibran Dalam Debat, BSN Tetapkan 4 Standar CCS
",Positif
"
Menteri PANRB Setuju Tukin TNI Naik Jadi 80%, Asal...
",Netral
"
Cara Menonaktifkan BPJS Kesehatan Secara Online dan Offline, Ini Syaratnya
",Negatif
"
PLN Buka Suara soal Viral di Medsos Pindah Tiang Listrik Bayar Rp 11 Juta
",Negatif
"
'Oleh-oleh' Jokowi dari Filipina, Teken 2 Kontrak Kerjasama Rp 8,5 Triliun
",Positif
"
Jokowi Ungkap Sanjungan Menhan Filipina ke Pesawat-Kapal Perang RI
",Negatif
"
Jurus Kemenhub Tingkatkan Keamanan di Sektor Transportasi
",Positif
"
Tarik Investasi, Malaysia-Singapura Kembangkan Kawasan Ekonomi Khusus
",Positif
"
Bukan Cuma Modal Uang, Ini Program PNM yang Bisa Dinikmati UMKM
",Positif
"
Panglima TNI Bertemu Menteri PANRB, Minta Tukin Naik Jadi 80%
",Netral
"
Bahas Regenerasi Petani, Ganjar Sebut Pemuda Ogah ke Sawah Gegara Bau-Kotor
",Negatif
"
PUPR Target Tol Padang-Sicincin 36,6 Km Rampung Juli 2024
",Netral
"
Bantuan Beras Rawan Dipolitisasi, Begini Tanggapan Bos Bulog
",Positif
"
Kasus Asuransi Kapal Diusut KPK, Pelni Sebut Tak Pakai Pihak Ketiga
",Negatif
"
Kekayaan Anjlok, Prajogo Pangestu Kehilangan Rp 177 T dalam Sehari
",Negatif
"
Senjata hingga Amunisi Impor Kini Bebas Pajak!
",Positif.
"
Buka-bukaan Bos Bulog soal Impor Beras 2024: Kemungkinan Lebih dari 2 Juta Ton
",Netral
"
Gaspol! Starbucks Bakal Buka 1.000 Gerai Baru di India
",Positif
"
KKP Pakai Metode Audit Khusus buat Kebut Program Ekonomi Biru
",Netral
"
Jokowi Happy BUMN Karya hingga Pertahanan Dapat Proyek di Filipina
",Positif
"
Potret Udara Kerusuhan di Papua Nugini, Demonstran Bakar Toko-toko
",Negatif
"
Kronologi Pesawat Garuda GA 716 Jakarta-Melbourne Putar Balik
",Netral
"
Rincian Harta Kekayaan Bupati Labuhanbatu Erik Adtrada yang Kena OTT KPK
",Negatif
"
Harga Minyak Mentah RI Turun ke US$ 75,51/Barel
",Negatif
"
TPN Ganjar-Mahfud Antisipasi Gibran Debat Pakai Singkatan Lagi
",Netral
"
Bos Bulog Sebut Defisit Produksi Beras Masih Besar, Harga Bakal Naik?
",Negatif
"
Teknologi AI Makin Berkembang, Google Kembali Kurangi Karyawan
",Negatif
"
JK Singgung Harga Pembelian Jet Tempur Bekas Rp 1 T/Unit, Ini Faktanya
",Netral
"
Bursa Kerja yang Selalu Dipadati Peminat
",Positif
"
Waspada Modus Ajakan Klik APK Jadi Anggota PPS Pemilu, Bisa Kuras Isi Rekening!
",Positif
"
Bantuan Beras Ampuh Turunkan Inflasi
",Positif
"
Bos Bulog Akui Bantuan Pangan-Operasi Pasar Belum Mampu Turunkan Harga Beras
",Negatif
"
Pegadaian Syariah Adakan Kompetisi Menulis & Video Berhadiah Puluhan Juta
",Positif
"
Apa Kabar Wacana MRT Caplok Operator KRL? Bos KCI Bilang Begini
",Netral
"
Konglomerat China Ini Kuasai Tanah Ratusan Ribu Hektare di AS, Begini Sosoknya
",Negatif
"
Momen Bupati Kaimana Blusukan ke Pasar Tradisional
",Netral
"
Kok Prabowo Terlibat di Proyek Tanggul Laut Raksasa? Ini Kata Anak Buah Airlangga
",Netral
"
5 Zodiak Ini Diprediksi Dapat Cuan Berlimpah di 2024, Kamu Termasuk?
",Positif
"
Bos Bulog Sebut Bantuan Pangan-Operasi Pasar Ampuh Turunkan Inflasi Beras
",Positif
"
Flip Umumkan PHK, Beri Laptop ke Karyawan Agar Mudah Cari Pekerjaan Baru
",Positif
"
Bahlil Sebut RI Bisa Jadi Negara dengan GDP Terbesar ke-6 di 2040
",Positif
"
Bos KCI Buka-bukaan soal Wacana Kenaikan Tarif KRL
",Negatif
"
Kini PNS DKI Jadi Incaran Kredit Pinjol
",Positif
"
'Nggak Diajak' Pindah, Ini Pesan BSN buat Pembangunan IKN
",Positif
"
Inilah 4 Shio Miliarder Dunia, Mana yang Paling Untung di 2024?
",Positif
"
Produsen United Bike Siap IPO Incar Dana Segar Rp 400 M
",Positif
"
Pasokan Gas buat Industri hingga Rumah Tangga Aman Selama Nataru, Begini Datanya
",Netral
"
KCI Targetkan KRL Impor Tiba di RI Paling Cepat Akhir 2024, dari Jepang?
",Netral
"
Bendungan 'Raksasa' Cipanas Rp 2,06 T Siap Pasok Air ke Kawasan Rebana
",Positif
"
Jelang Pemilu, Ada 2 Perusahaan Milik Politikus yang Baru Catat Saham di BEI
",Negatif
"
KCI Butuh Rp 8,65 T buat Pengadaan KRL, Sebagian Dapat dari PMN
",System: Positif
"
Ini Pentingnya Digitalisasi untuk Dunia Usaha
",Positif
"
Tarif Tol Cengkareng-Batu Ceper-Kunciran Naik Mulai 13 Januari, Ini Rinciannya
",Positif
"
26 Tahun Berdiri, Akhirnya BSN Punya Kantor Sendiri!
",Positif
"
PNS di Sini Ngamuk Gajinya Dipotong Mendadak, Jarah dan Bakar Toko!
",Negatif
"
Bayar Pajak Warisan, Anggota Keluarga Samsung Jual Saham Rp 25 T
",Negatif
"
The Pokemon Company Sumbang Rp 5,35 M untuk Korban Gempa Jepang
",Positif
"
Debt Collector Nggak Bisa Seenaknya Tarik Jaminan Nasabah Nunggak, Ini 3 Syaratnya
",Positif
"
Microsoft Mau Salip Apple Jadi Perusahaan Paling Mahal di Dunia
",Negatif
"
Bank Sentral Israel Desak Netanyahu Tak Kuras Anggaran demi Perang di Gaza
",Negatif
"
BEI Investigasi Emiten Prajogo Pangestu yang Sempat Melejit 355%
",Negatif
"
Ramalan Harga Emas di Tahun 2024, Saatnya Borong untuk Investasi?
",Netral
"
RI Punya Modal Besar Ini, Jokowi Mau Geber Industri Rumput Laut
",Negatif
"
Ongkir Global Bakal Melonjak Imbas Memanasnya Konflik di Laut Merah
",Negatif
"
Sri Mulyani Tambah Investasi RI Rp 1,9 Triliun di IDB cs
",Positif
"
Jokowi Kunjungi Pabrik Kopi RI yang Kuasai 50% Pasar Filipina
",Netral
"
Gelombang PHK Perusahaan Raksasa Ini Masih Berlanjut di 2024
",Negatif
"
Potret Buruh Angkut Mencari Rezeki di Pelabuhan Sunda Kelapa
",Netral
"
Rahasia Bisnis Batik KEkinian Omzet ratusan Juta
",Positif
"
RI Punya Pasar dan Sumber Daya EBT Menggiurkan, Investor Bakal Antre Masuk
",Positif
"
Dua Emiten Baru Resmi Mejeng di BEI, Saham yang Satu Terbang, Satu Lagi Nyungsep
",Negatif
"
Dolar AS Dibuka Kembali Lesu
",Negatif
"
Hotman Minta Jokowi Tunda Aturan Pajak Hiburan 40-75%: Itu Terbesar di Dunia!
",Negatif
"
Dorong Kerja Sama Budi Daya Lobster RI-Vietnam, Trenggono: Harus Belajar
",System: Positif
"
IHSG Dibuka Menguat di 7.227,84
",Positif
"
Otoritas AS Restui ETF Bitcoin, Pasar Kripto Bergejolak!
",Positif
"
Kunjungan Kerja ke Jabar, Sri Mulyani Cerita Naik Whoosh Cuma 30 Menit
",Netral
"
Aturan Tagih Cicilan Kredit, Batas Maksimal Jam 8 Malam!
",Netral
"
Aturan RI Ekspor Pasir Laut Rampung Maret 2024
",Netral
"
Kisah 'Ratu Kosmetik' RI yang Sempat Jual Produk dari Pintu ke Pintu
",Negatif
"
Aturan Debt Collector: Dilarang Mengancam-Tagih Utang di Atas Jam 8 Malam
",Positif
"
Begini Tahapan Bangun Tanggul Raksasa Rp 164 T buat Cegah Pantura Tenggelam
",Positif
"
Rahasia Bisnis Batik Kekinian Beromzet Ratusan Juta Rupiah
",Positif
"
Jokowi Tetapkan Cuti Bersama ASN 2024 Ada 10 Hari, Ini Tanggalnya
",Netral
"
Industri Fashion Terus Menggeliat dengan Berbagai Kemasan
",Netral
"
Cara Setor Tunai ATM BRI tanpa Kartu, Nggak Pakai Ribet
",Positif
"
Sandiaga Uno Pastikan Bisnis Spa Tak Kena Kenaikan Pajak Hiburan
",Positif
"
Daftar Harga Rokok 2024, Rata-Rata Ada Kenaikan 10 Persen
",Netral
"
Jurus Menteri ATR Agar Investor Tak Kabur dari RI
",Netral
"
Ruas Bangkinang-Pangkalan Dikejar Kelar April, Riau-Sumbar Via Tol Kian Nyata
",Netral
"
Kasihan Nelayan, Harga Ikan Tongkol Anjlok dari Rp 20.000/Kg Jadi Rp 1.500/Kg
",Positif
"
Brand Lokal Harga Terjangkau Perkenalkan Produk Handmade
",Positif
"
Polusi Sedot Rp 10 T dari Kocek Negara, Luhut Beberkan 2 Solusi Ini
",Negatif
"
Kerja Keras Jadikan Sulsel Sebagai Penghasil Pisang Terbesar Dunia
",Positif
"
Bos SKK Migas Ungkap Kendala Cari Pengganti Raksasa Migas Rusia di Blok Tuna
",Negatif
"
Luhut Buka-bukaan Dapat Tugas Baru dari Jokowi
",Positif
"
Miris, Inflasi Bikin Warga Argentina Mengais Sampah
",Negatif
"
Luhut Ungkap Raksasa Mobil Listrik BYD Luncurkan Produk di RI Minggu Depan
",Positif
"
Indonesia Kerja Sama dengan Vietnam di Sektor Perikanan
",Positif
"
Peringati BK3N 2024 di Smelter Freeport, Menaker Tekankan Pentingnya K3
",Netral
"
Siapkan Rp 18 T, Raksasa Mobil Listrik Vietnam Mau Bangun Pabrik di RI
",Positif
"
Argentina Catat Rekor Tertinggi Inflasi Sejak 1990-an, Tembus 211%
",Negatif
"
Ladang Migas RI Garapan Konglomerat Malaysia Masuk Proyek Strategis Nasional
",Positif
"
Simak! Begini Jurus Supaya Nggak Makan Tabungan buat Bertahan Hidup
",Positif
"
Pertamina Punya Kapal Kembar Baru, Panjangnya 3 Kali Lapangan Bola!
",Positif
"
Hati-hati Modus Penipuan Salah Transfer, Ini yang Harus Dilakukan
",Negatif
"
Pengusaha UMKM Banyak Temukan Bank Minta Agunan ke Penerima KUR
",Negatif
"
Penyerahan E2S Award
",Netral
"
Melihat Progres Revitalisasi Halte Pancoran Barat
",Positif
"
RI dan Vietnam Sepakat Kerja Sama di Bidang Pertanian-Perikanan
",Positif
"
Kembali Gelar Nobar 'Layangan Putus', BRI Bagi Lebih Banyak Doorprize
",Positif
"
Seru! BRI Ajak Nasabah & Merchant Nonton Bareng Layangan Putus The Movie
",Netral
"
Inflasi hingga Utang Jadi Ancaman Terbesar Goyang Ekonomi Global
",Negatif
"
15 Proyek Migas Rp 8,68 T Berjalan di 2024, Ini Rinciannya
",Positif
"
Begini Kata Pengusaha Soal Janji Capres Bikin UMKM Naik Kelas
",Positif
"
Realisasi Lelang Negara Tembus Rp 44,34 T di 2023, Tertinggi Sejak 1908!
",Netral
"
Bos BUMN Sebut Alutsista Berumur Masih Bisa Dipakai Perang
",Positif
"
Dicolek Ridwan Kamil, Jasa Marga Langsung Perbaiki Lubang di Tol Cipularang
",Positif
"
Aduh! RI Kehilangan Potensi Ngebor 7 Ribu Barel Minyak/Hari Gegara Banjir
",Negatif
"
Anak Buah Airlangga Respons Temuan PPATK 36,67% Dana PSN Masuk Kantong ASN-Politikus
",Netral
"
Terminal Peti Kemas Belawan Resmi Beroperasi, Bongkar Muat Capai 1.000 TEUs
",Positif
"
Ratusan Warga Inggris Demo Tolak RUU Larangan Boikot Produk Israel
",Negatif
"
Transformasi Teknologi Dukung Konsep Smart Living di Indonesia
",Positif
"
Bos BUMN Ungkap Peran Prabowo Ubah Kontrak demi Untungkan RI
",Positif
"
Prabowo Sebut 70 Tahun Pertama Negara Merdeka Dipimpin Militer, Lalu Pengusaha
",Negatif
"
IHSG Ditutup Menguat 0,29% di 7.241
",Positif
"
Kelakar Bos SKK Migas: Proyek Masela Namanya Abadi, Jadi Nggak Selesai-selesai
",Negatif
"
Pixar Animation Studio Bakal PHK 300 Karyawan Tahun Ini
",Negatif
"
Janji Capres-Cawapres Soal UMKM Naik Kelas, Mana yang Lebih Cocok?
",Netral
"
Diikuti 72 Ribu Mahasiswa Se-RI, Ini Pemenang Gojek Campus Ambassador
",Netral
"
Tingkatkan Perlindungan Pekerja, PT GNI Gelar Pelatihan Safety Awareness
",Positif
"
Prabowo soal Pemuda Ogah Jadi Petani: Mereka Lihat Bapaknya Tak Untung-Susah
",Negatif
"
Prabowo Ngaku Tidak Anti Barat: Aku Suka Makan Burger King
",Netral
"
Produsen Sebut Biaya Produksi Minyakita Tak Naik, Kemendag Tetap Evaluasi Harga
",Netral
"
Keniscayaan Pertumbuhan Ekonomi 7%, Program CSR Jadi Kunci Keberhasilan
",Positif
"
Prabowo Ditanya soal Rasio Pajak: Jangan yang Sudah Taat Diperas Terus
",Netral
"
Jaring Bibit Pebisnis Unggul, Bank Mandiri Gelar Wirausaha Muda 2023
",Positif
"
India Resmikan Jembatan Terpanjang di Atas Laut & Tahan Gempa
",Positif
"
TKN Ungkap Persiapan Gibran Jelang Debat Cawapres: Dia Makin Sempurna!
",Positif
"
Siap-siap! 13 Ruas Tol Ini Tarifnya Bakal Naik Dalam Waktu Dekat
",Negatif
"
Anggaran Pertahanan RI Kalah dari Negara Tetangga, Wamenhan: Separuhnya buat Gaji Pegawai
",Negatif
"
Diduga Lakukan Diskriminasi, Walmart Bayar Uang Damai Rp 993 Juta
",Negatif
"
Rasio Pajak RI Kalah dari Thailand-Vietnam, Prabowo: Apa Kita Lebih Bodoh?
",Netral
"
Menhub Ungkap China Mau Bangun Kereta Canggih di IKN
",Positif
"
Prabowo soal Hilirisasi: Saya Optimis Pertumbuhan Ekonomi Bisa Dua Digit!
",Positif
"
Potret Toko Tutup-Jalanan Sepi Saat Ekuador Darurat Nasional
",Negatif
"
Ada AI hingga Hoax, Ini Daftar Ancaman Paling Berbahaya 10 Tahun ke Depan
",Negatif
"
Prabowo Minta Direksi BUMN Bermasalah Tak Cuma Dicopot: KPK!
",Netral
